Enrollment_ID,Access,Discussion,Navigate,Page Close,Problems,Video,Session,Wiki,Total_Time,Result
295,383.0,0.0,0.0,0.0,81.0,102.0,17,0.0,511.25,0
297,199.0,0.0,0.0,0.0,50.0,97.0,16,0.0,326.4833333,0
298,162.0,0.0,0.0,0.0,66.0,55.0,14,0.0,368.65,0
301,220.0,0.0,0.0,0.0,49.0,93.0,20,0.0,845.1166667000001,0
302,372.0,0.0,0.0,0.0,51.0,34.0,19,0.0,593.5666667,0
304,241.0,0.0,0.0,0.0,42.0,94.0,21,0.0,408.21666669999996,0
311,353.0,0.0,0.0,0.0,34.0,10.0,17,0.0,257.4333333,0
313,288.0,0.0,0.0,0.0,62.0,150.0,11,0.0,958.6333332999999,1
314,122.0,0.0,0.0,0.0,53.0,16.0,12,0.0,188.2833333,0
316,40.0,0.0,0.0,0.0,8.0,0.0,4,0.0,187.5,0
319,144.0,0.0,0.0,0.0,30.0,17.0,20,0.0,546.1666667000001,0
321,193.0,0.0,0.0,0.0,58.0,4.0,12,0.0,352.75,0
323,298.0,0.0,0.0,0.0,67.0,56.0,19,0.0,614.05,0
325,38.0,0.0,0.0,0.0,28.0,2.0,4,0.0,48.76666667,0
327,190.0,0.0,0.0,0.0,128.0,92.0,48,0.0,572.5166667000001,0
332,103.0,0.0,0.0,0.0,5.0,26.0,11,0.0,119.98333329999998,0
334,260.0,0.0,0.0,0.0,50.0,45.0,20,0.0,389.8666667,0
337,117.0,0.0,0.0,0.0,88.0,0.0,9,0.0,227.2666667,0
339,197.0,0.0,0.0,0.0,115.0,10.0,9,0.0,492.4833333000001,1
340,92.0,0.0,0.0,0.0,0.0,6.0,5,0.0,130.8166667,1
341,253.0,0.0,0.0,0.0,100.0,73.0,10,0.0,557.2166667,0
343,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,6.35,1
344,237.0,0.0,0.0,0.0,91.0,64.0,12,0.0,658.6166667,0
345,195.0,0.0,0.0,0.0,42.0,77.0,21,0.0,658.9333333,0
346,256.0,0.0,0.0,0.0,66.0,58.0,10,0.0,452.53333330000004,0
349,165.0,0.0,0.0,0.0,98.0,45.0,9,0.0,266.1333333,0
351,208.0,0.0,0.0,0.0,30.0,86.0,22,0.0,521.1166667,0
352,470.0,0.0,0.0,0.0,160.0,133.0,28,0.0,1764.65,0
354,188.0,0.0,0.0,0.0,85.0,30.0,12,0.0,549.8333332999999,0
355,55.0,0.0,0.0,0.0,28.0,16.0,7,0.0,271.05,0
358,4.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.6666666669999999,1
364,306.0,0.0,0.0,0.0,62.0,46.0,11,0.0,499.6,0
366,153.0,0.0,0.0,0.0,37.0,7.0,14,0.0,437.11666669999994,0
367,10.0,0.0,0.0,0.0,0.0,2.0,1,0.0,22.83333333,1
371,153.0,0.0,0.0,0.0,121.0,16.0,7,0.0,118.38333329999999,1
375,106.0,0.0,0.0,0.0,39.0,50.0,11,0.0,259.7333333,0
382,237.0,0.0,0.0,0.0,93.0,26.0,25,0.0,467.65,0
387,79.0,0.0,0.0,0.0,43.0,23.0,16,0.0,432.41666669999995,0
390,80.0,0.0,0.0,0.0,46.0,25.0,4,0.0,292.0666667,0
393,12.0,0.0,0.0,0.0,0.0,6.0,1,0.0,32.81666667,1
394,151.0,0.0,0.0,0.0,81.0,27.0,10,0.0,443.2666666999999,0
396,181.0,0.0,0.0,0.0,80.0,73.0,14,0.0,466.28333330000004,0
398,48.0,0.0,0.0,0.0,14.0,4.0,3,0.0,181.7166667,1
399,284.0,0.0,0.0,0.0,89.0,105.0,19,0.0,558.95,0
402,256.0,0.0,0.0,0.0,89.0,59.0,18,0.0,375.9833333,1
403,89.0,0.0,0.0,0.0,33.0,0.0,6,0.0,303.45,1
406,179.0,0.0,0.0,0.0,54.0,4.0,17,0.0,566.4,1
410,10.0,0.0,0.0,0.0,0.0,2.0,1,0.0,11.96666667,0
414,270.0,0.0,0.0,0.0,70.0,123.0,11,0.0,600.25,0
425,160.0,0.0,0.0,0.0,16.0,47.0,18,0.0,232.3,0
426,82.0,0.0,0.0,0.0,38.0,30.0,10,0.0,149.15,0
432,166.0,0.0,0.0,0.0,50.0,0.0,20,0.0,192.3,0
436,113.0,0.0,0.0,0.0,31.0,67.0,12,0.0,364.2,0
438,20.0,0.0,0.0,0.0,0.0,2.0,2,0.0,7.2,1
441,158.0,0.0,0.0,0.0,79.0,2.0,9,0.0,519.4666666999999,0
442,300.0,0.0,0.0,0.0,76.0,78.0,6,0.0,320.0666667,0
444,254.0,0.0,0.0,0.0,51.0,107.0,31,0.0,620.3333332999999,0
450,252.0,0.0,0.0,0.0,46.0,18.0,10,0.0,427.1833333000001,1
451,88.0,0.0,0.0,0.0,25.0,41.0,16,0.0,406.6833333,0
452,103.0,0.0,0.0,0.0,46.0,53.0,12,0.0,461.66666669999995,0
459,177.0,0.0,0.0,0.0,42.0,26.0,12,0.0,262.0166667,0
464,150.0,0.0,0.0,0.0,64.0,64.0,8,0.0,274.0,0
467,173.0,0.0,0.0,0.0,63.0,42.0,7,0.0,247.55,1
469,309.0,0.0,0.0,0.0,78.0,27.0,26,0.0,687.5666667,0
471,219.0,0.0,0.0,0.0,0.0,47.0,15,0.0,322.2666667,1
474,10.0,0.0,0.0,0.0,0.0,4.0,1,0.0,101.7833333,1
480,166.0,0.0,0.0,0.0,22.0,42.0,16,0.0,337.0833333,0
482,156.0,0.0,0.0,0.0,56.0,53.0,13,0.0,337.8666667,0
490,156.0,0.0,0.0,0.0,0.0,28.0,5,0.0,394.95,1
491,38.0,0.0,0.0,0.0,35.0,3.0,3,0.0,61.41666667,0
496,96.0,0.0,0.0,0.0,4.0,32.0,11,0.0,349.7666667,1
514,225.0,0.0,0.0,0.0,44.0,4.0,11,0.0,196.7,1
515,553.0,0.0,0.0,0.0,172.0,82.0,31,0.0,816.1666667000001,0
516,375.0,0.0,0.0,0.0,94.0,83.0,17,0.0,455.36666669999994,0
517,330.0,0.0,0.0,0.0,154.0,17.0,20,0.0,439.25,0
518,74.0,0.0,0.0,0.0,0.0,2.0,8,0.0,108.06666670000001,1
520,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.9,1
522,332.0,0.0,0.0,0.0,150.0,113.0,20,0.0,877.2833332999999,0
523,248.0,0.0,0.0,0.0,164.0,62.0,12,0.0,658.5833332999999,0
526,275.0,0.0,0.0,0.0,132.0,95.0,44,0.0,884.5,0
530,162.0,0.0,0.0,0.0,15.0,103.0,15,0.0,495.03333330000004,0
532,199.0,0.0,0.0,0.0,94.0,0.0,14,0.0,118.0,0
541,237.0,0.0,0.0,0.0,94.0,94.0,17,0.0,368.25,0
543,61.0,0.0,0.0,0.0,18.0,26.0,6,0.0,127.63333329999999,1
548,16.0,0.0,0.0,0.0,0.0,0.0,3,0.0,33.1,1
550,38.0,0.0,0.0,0.0,4.0,2.0,2,0.0,34.45,1
552,248.0,0.0,0.0,0.0,77.0,12.0,22,0.0,564.9,0
553,20.0,0.0,0.0,0.0,0.0,6.0,2,0.0,43.38333333,0
572,50.0,0.0,0.0,0.0,8.0,12.0,2,0.0,71.8,1
576,135.0,0.0,0.0,0.0,50.0,55.0,7,0.0,364.1166667,0
579,73.0,0.0,0.0,0.0,0.0,34.0,4,0.0,120.33333329999999,1
580,268.0,0.0,0.0,0.0,44.0,18.0,24,0.0,934.0166667000001,0
581,125.0,0.0,0.0,0.0,32.0,6.0,10,0.0,151.2333333,0
582,273.0,0.0,0.0,0.0,60.0,75.0,29,0.0,692.65,0
583,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.38333333299999994,1
584,58.0,0.0,0.0,0.0,0.0,46.0,8,0.0,153.18333330000002,1
588,259.0,0.0,0.0,0.0,112.0,17.0,22,0.0,861.5166667000001,0
592,234.0,0.0,0.0,0.0,30.0,0.0,10,0.0,524.6666667,0
594,331.0,0.0,0.0,0.0,177.0,62.0,12,0.0,415.96666669999996,0
598,244.0,0.0,0.0,0.0,0.0,31.0,16,0.0,866.4833332999999,0
599,225.0,0.0,0.0,0.0,72.0,37.0,14,0.0,663.0833332999999,0
600,87.0,0.0,0.0,0.0,8.0,5.0,9,0.0,227.5333333,1
602,170.0,0.0,0.0,0.0,4.0,4.0,3,0.0,250.06666669999998,1
606,705.0,0.0,0.0,0.0,77.0,400.0,26,0.0,1300.366667,0
612,109.0,0.0,0.0,0.0,2.0,3.0,7,0.0,107.16666670000001,0
613,63.0,0.0,0.0,0.0,8.0,7.0,8,0.0,371.95,1
615,108.0,0.0,0.0,0.0,47.0,41.0,5,0.0,391.7666667,0
616,30.0,0.0,0.0,0.0,0.0,4.0,2,0.0,55.66666667,1
620,10.0,0.0,0.0,0.0,0.0,2.0,1,0.0,25.21666667,1
625,107.0,0.0,0.0,0.0,41.0,31.0,9,0.0,413.9,0
629,56.0,0.0,0.0,0.0,10.0,5.0,8,0.0,165.35,1
633,117.0,0.0,0.0,0.0,16.0,43.0,15,0.0,329.6166667,1
634,337.0,0.0,0.0,0.0,38.0,51.0,22,0.0,383.7333333,0
638,232.0,0.0,0.0,0.0,72.0,99.0,27,0.0,750.9166667000001,0
639,237.0,0.0,0.0,0.0,125.0,84.0,15,0.0,570.3666667,0
644,28.0,0.0,0.0,0.0,0.0,2.0,3,0.0,31.13333333,1
645,48.0,0.0,0.0,0.0,12.0,2.0,2,0.0,88.66666667,1
646,93.0,0.0,0.0,0.0,6.0,12.0,11,0.0,158.9,0
650,295.0,0.0,0.0,0.0,0.0,0.0,20,0.0,575.4,0
652,29.0,0.0,0.0,0.0,4.0,15.0,5,0.0,161.2,1
654,82.0,0.0,0.0,0.0,18.0,48.0,7,0.0,418.03333330000004,0
660,169.0,0.0,0.0,0.0,57.0,48.0,7,0.0,365.78333330000004,0
661,109.0,0.0,0.0,0.0,52.0,49.0,8,0.0,297.3,0
662,195.0,0.0,0.0,0.0,96.0,11.0,17,0.0,677.4,0
663,162.0,0.0,0.0,0.0,39.0,15.0,9,0.0,311.35,0
677,565.0,0.0,0.0,0.0,89.0,81.0,39,0.0,762.6333333,0
680,37.0,0.0,0.0,0.0,7.0,19.0,5,0.0,252.56666669999998,1
685,150.0,0.0,0.0,0.0,4.0,2.0,4,0.0,60.63333333,1
691,97.0,0.0,0.0,0.0,12.0,15.0,8,0.0,364.4166667,0
692,300.0,0.0,0.0,0.0,53.0,51.0,22,0.0,693.0166667000001,0
693,330.0,0.0,0.0,0.0,177.0,139.0,24,0.0,793.7166667,0
695,190.0,0.0,0.0,0.0,20.0,12.0,13,0.0,230.5,0
699,19.0,0.0,0.0,0.0,4.0,0.0,2,0.0,41.96666667,0
701,52.0,0.0,0.0,0.0,0.0,31.0,5,0.0,289.53333330000004,0
703,196.0,0.0,0.0,0.0,37.0,79.0,20,0.0,447.65,0
704,166.0,0.0,0.0,0.0,28.0,47.0,8,0.0,336.7333333,1
707,130.0,0.0,0.0,0.0,0.0,68.0,4,0.0,127.86666670000001,1
709,168.0,0.0,0.0,0.0,31.0,52.0,22,0.0,413.9166667,0
711,179.0,0.0,0.0,0.0,65.0,52.0,16,0.0,636.2166667,0
712,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.783333333,1
715,188.0,0.0,0.0,0.0,21.0,30.0,11,0.0,288.4166667,0
717,497.0,0.0,0.0,0.0,108.0,6.0,47,0.0,908.4666667000001,0
718,411.0,0.0,0.0,0.0,74.0,16.0,22,0.0,537.5,0
722,4.0,0.0,0.0,0.0,0.0,2.0,2,0.0,0.65,1
725,50.0,0.0,0.0,0.0,4.0,0.0,3,0.0,97.1,1
726,127.0,0.0,0.0,0.0,48.0,27.0,13,0.0,582.5833332999999,0
727,51.0,0.0,0.0,0.0,28.0,0.0,5,0.0,61.03333333,0
728,213.0,0.0,0.0,0.0,39.0,5.0,12,0.0,271.1166667,0
730,276.0,0.0,0.0,0.0,96.0,60.0,12,0.0,489.88333330000006,0
733,72.0,0.0,0.0,0.0,0.0,12.0,1,0.0,117.46666670000002,0
734,152.0,0.0,0.0,0.0,12.0,85.0,7,0.0,392.1166667,1
736,89.0,0.0,0.0,0.0,4.0,44.0,7,0.0,402.6166667,0
740,170.0,0.0,0.0,0.0,93.0,112.0,10,0.0,539.0,1
742,288.0,0.0,0.0,0.0,25.0,116.0,29,0.0,598.4166667000001,0
745,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.733333333,1
746,116.0,0.0,0.0,0.0,0.0,60.0,13,0.0,236.3,0
749,474.0,0.0,0.0,0.0,117.0,114.0,32,0.0,1499.466667,0
751,264.0,0.0,0.0,0.0,71.0,39.0,20,0.0,508.85,0
757,94.0,0.0,0.0,0.0,84.0,46.0,14,0.0,292.2,0
758,103.0,0.0,0.0,0.0,38.0,35.0,18,0.0,613.0666667,0
761,576.0,0.0,0.0,0.0,39.0,100.0,31,0.0,978.45,0
763,105.0,0.0,0.0,0.0,47.0,45.0,5,0.0,258.8833333,1
769,388.0,0.0,0.0,0.0,51.0,103.0,7,0.0,477.65,1
771,37.0,0.0,0.0,0.0,44.0,0.0,2,0.0,25.78333333,1
773,6.0,0.0,0.0,0.0,0.0,2.0,1,0.0,56.25,1
774,473.0,0.0,0.0,0.0,14.0,67.0,27,0.0,762.2833333,0
775,224.0,0.0,0.0,0.0,46.0,66.0,17,0.0,483.66666669999995,0
778,149.0,0.0,0.0,0.0,103.0,45.0,12,0.0,281.15,0
781,127.0,0.0,0.0,0.0,55.0,27.0,9,0.0,211.16666669999998,0
788,138.0,0.0,0.0,0.0,50.0,40.0,11,0.0,279.6333333,0
789,72.0,0.0,0.0,0.0,53.0,43.0,8,0.0,521.1166667,0
790,155.0,0.0,0.0,0.0,89.0,1.0,6,0.0,306.8666667,0
799,382.0,0.0,0.0,0.0,48.0,105.0,21,0.0,738.7333332999999,0
802,289.0,0.0,0.0,0.0,50.0,91.0,9,0.0,476.75,1
806,78.0,0.0,0.0,0.0,0.0,20.0,1,0.0,15.15,1
809,313.0,0.0,0.0,0.0,55.0,22.0,19,0.0,700.05,0
810,88.0,0.0,0.0,0.0,14.0,14.0,7,0.0,208.6333333,1
815,176.0,0.0,0.0,0.0,29.0,39.0,9,0.0,282.1833333,0
819,36.0,0.0,0.0,0.0,0.0,28.0,5,0.0,131.7,1
825,395.0,0.0,0.0,0.0,99.0,119.0,10,0.0,379.6333333,0
830,4.0,0.0,0.0,0.0,0.0,2.0,1,0.0,19.5,1
835,307.0,0.0,0.0,0.0,44.0,112.0,27,0.0,732.75,0
839,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.783333333,1
840,227.0,0.0,0.0,0.0,59.0,70.0,16,0.0,143.2833333,0
844,26.0,0.0,0.0,0.0,0.0,18.0,5,0.0,108.7,0
848,94.0,0.0,0.0,0.0,108.0,42.0,4,0.0,170.33333330000002,1
852,147.0,0.0,0.0,0.0,57.0,14.0,9,0.0,693.5,0
858,241.0,0.0,0.0,0.0,24.0,38.0,27,0.0,520.25,0
862,418.0,0.0,0.0,0.0,46.0,45.0,32,0.0,728.2333332999999,0
865,123.0,0.0,0.0,0.0,23.0,64.0,17,0.0,515.15,0
870,136.0,0.0,0.0,0.0,42.0,35.0,11,0.0,213.2833333,0
871,97.0,0.0,0.0,0.0,12.0,19.0,8,0.0,287.8666667,1
872,88.0,0.0,0.0,0.0,40.0,34.0,13,0.0,495.91666669999995,0
875,193.0,0.0,0.0,0.0,99.0,4.0,16,0.0,345.2333333,0
878,109.0,0.0,0.0,0.0,87.0,4.0,15,0.0,384.85,1
885,438.0,0.0,0.0,0.0,131.0,95.0,19,0.0,1127.483333,0
887,147.0,0.0,0.0,0.0,72.0,2.0,16,0.0,495.35,0
890,107.0,0.0,0.0,0.0,6.0,0.0,5,0.0,178.9,0
899,278.0,0.0,0.0,0.0,108.0,23.0,20,0.0,474.58333330000005,0
900,16.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.216666667,1
901,65.0,0.0,0.0,0.0,48.0,23.0,5,0.0,184.4666667,1
903,200.0,0.0,0.0,0.0,108.0,84.0,12,0.0,561.1666667000001,0
904,24.0,0.0,0.0,0.0,0.0,0.0,4,0.0,6.516666667000001,1
906,115.0,0.0,0.0,0.0,114.0,58.0,12,0.0,388.3,0
907,98.0,0.0,0.0,0.0,36.0,8.0,14,0.0,346.2,0
911,182.0,0.0,0.0,0.0,86.0,63.0,6,0.0,408.7333333,0
912,73.0,0.0,0.0,0.0,10.0,50.0,12,0.0,394.45,0
916,157.0,0.0,0.0,0.0,36.0,95.0,15,0.0,304.5,0
919,18.0,0.0,0.0,0.0,0.0,4.0,1,0.0,41.36666667,1
921,157.0,0.0,0.0,0.0,61.0,39.0,19,0.0,437.5166666999999,0
922,460.0,0.0,0.0,0.0,130.0,128.0,41,0.0,342.53333330000004,0
923,171.0,0.0,0.0,0.0,28.0,3.0,18,0.0,252.0166667,0
925,106.0,0.0,0.0,0.0,12.0,54.0,7,0.0,219.65,1
930,92.0,0.0,0.0,0.0,4.0,2.0,6,0.0,177.1166667,1
933,541.0,0.0,0.0,0.0,21.0,26.0,24,0.0,772.1166667,0
935,8.0,0.0,0.0,0.0,0.0,6.0,1,0.0,13.15,1
940,535.0,0.0,0.0,0.0,125.0,114.0,21,0.0,546.1666667000001,0
941,172.0,0.0,0.0,0.0,54.0,56.0,8,0.0,436.2,0
945,325.0,0.0,0.0,0.0,49.0,115.0,11,0.0,629.7666667000001,0
954,125.0,0.0,0.0,0.0,0.0,41.0,8,0.0,86.18333333,0
955,381.0,0.0,0.0,0.0,146.0,117.0,14,0.0,484.53333330000004,0
958,94.0,0.0,0.0,0.0,4.0,36.0,5,0.0,105.25,1
964,53.0,0.0,0.0,0.0,2.0,25.0,7,0.0,238.35,1
965,330.0,0.0,0.0,0.0,140.0,14.0,24,0.0,500.96666669999996,0
967,104.0,0.0,0.0,0.0,0.0,42.0,5,0.0,234.9,0
970,254.0,0.0,0.0,0.0,40.0,93.0,29,0.0,209.56666669999998,1
978,329.0,0.0,0.0,0.0,41.0,18.0,16,0.0,262.6333333,0
985,544.0,0.0,0.0,0.0,37.0,11.0,16,0.0,683.5,0
988,232.0,0.0,0.0,0.0,54.0,146.0,18,0.0,890.95,0
989,114.0,0.0,0.0,0.0,24.0,44.0,7,0.0,110.23333329999998,0
994,322.0,0.0,0.0,0.0,55.0,61.0,8,0.0,514.7333333,0
996,125.0,0.0,0.0,0.0,8.0,42.0,9,0.0,150.83333330000002,1
1000,400.0,0.0,0.0,0.0,167.0,158.0,15,0.0,795.1666667000001,0
1001,307.0,0.0,0.0,0.0,40.0,72.0,27,0.0,427.5,0
1005,113.0,0.0,0.0,0.0,60.0,35.0,10,0.0,214.55,0
1006,85.0,0.0,0.0,0.0,12.0,22.0,4,0.0,159.7666667,0
1007,196.0,0.0,0.0,0.0,101.0,65.0,8,0.0,449.13333330000006,0
1011,124.0,0.0,0.0,0.0,34.0,11.0,9,0.0,310.6666667,0
1015,58.0,0.0,0.0,0.0,10.0,12.0,6,0.0,184.3833333,1
1018,322.0,0.0,0.0,0.0,85.0,194.0,23,0.0,903.85,0
1020,224.0,0.0,0.0,0.0,96.0,34.0,7,0.0,161.0,0
1024,162.0,0.0,0.0,0.0,86.0,64.0,15,0.0,494.4833333000001,0
1028,275.0,0.0,0.0,0.0,155.0,98.0,29,0.0,758.2833333,0
1029,269.0,0.0,0.0,0.0,33.0,11.0,12,0.0,254.85,0
1031,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,29.33333333,1
